kepler_id,ra,dec,Teff,logg,Radius
3247284,294.43649,38.3447,6256,4.234,1.277
3247306,294.44235,38.306549,6365,4.281,1.219
3248353,294.66956,38.31871,6469,4.385,1.193
3248498,294.69727,38.316139,6551,4.367,1.195
3249505,294.91345,38.392792,6478,4.322,1.206
3323194,285.29956,38.441849,6540,4.293,1.244
3323599,285.46036,38.487228,6525,4.277,1.333
3323686,285.49686,38.453541,6078,4.35,1.159
3323873,285.56784,38.456871,6263,4.376,1.22
3324146,285.67133,38.403709,6480,4.237,1.338
3324568,285.85809,38.486599,6026,4.271,1.173
3324959,286.00562,38.469589,6192,4.371,1.192
3325566,286.24371,38.453899,6287,4.366,1.239
3325917,286.37357,38.41338,6391,4.388,1.154
3327668,287.048,38.477684,6222,4.337,1.206
3329057,287.56552,38.430408,6325,4.373,1.191
3329065,287.5675,38.46962,6318,4.238,1.354
3329149,287.5961,38.463741,6200,4.389,1.152
3329439,287.70093,38.482189,6475,4.241,1.275
3329462,287.71051,38.490921,6184,4.155,1.313
3329891,287.85782,38.47229,6093,4.208,1.268
3329922,287.86652,38.4235,6287,4.324,1.155
3335419,289.59488,38.40197,6228,4.222,1.35
3335663,289.65469,38.49559,6539,4.308,1.375
3335782,289.68909,38.440361,6528,4.244,1.308
3337613,290.18497,38.430031,6232,4.229,1.403
3338777,290.51309,38.416012,6184,4.201,1.37
3340184,290.92969,38.439949,6534,4.365,1.199
3340470,291.00613,38.418381,6630,4.364,1.201
3340951,291.1337,38.443581,6254,4.249,1.308
3341092,291.17139,38.495209,6496,4.301,1.257
3341436,291.26822,38.401932,6481,4.378,1.171
3342820,291.61395,38.429352,6495,4.321,1.249
3342912,291.6395,38.496979,6325,4.36,1.179
3343037,291.67099,38.488621,6761,4.322,1.299
3343104,291.68878,38.472542,6165,4.332,1.153
3343393,291.75803,38.485611,6248,4.118,1.396
3344436,292.00586,38.43047,6756,4.292,1.346
3345665,292.2981,38.417519,7073,4.309,1.336
3345751,292.32111,38.447472,6418,4.395,1.171
3345852,292.35388,38.47784,6561,4.377,1.171
3346082,292.40976,38.4244,6234,4.278,1.204
3346678,292.56375,38.433102,6555,4.374,1.178
3346762,292.58737,38.432652,6311,4.398,1.172
3346818,292.60471,38.425411,6780,4.328,1.331
3347705,292.83368,38.499222,6435,4.385,1.157
3347798,292.85675,38.469051,6574,4.373,1.152
3347938,292.88858,38.479561,6232,4.35,1.203
3348041,292.91199,38.477661,6532,4.353,1.229
3348216,292.96008,38.431431,6074,4.244,1.358
3348976,293.15427,38.447971,6306,4.311,1.197
3353424,294.24292,38.459229,6092,4.351,1.169
3353485,294.25934,38.419258,6178,4.269,1.267
3354685,294.54187,38.43441,6516,4.372,1.183
3355029,294.61633,38.481609,6527,4.326,1.236
3355185,294.64694,38.406399,6630,4.364,1.201
3355384,294.68781,38.454369,6332,4.311,1.205
3355579,294.73267,38.406799,6418,4.395,1.171
3355693,294.75714,38.451141,6744,4.3,1.35
3356035,294.83713,38.482769,6491,4.333,1.193
3356768,295.00702,38.439121,6481,4.378,1.171
3356825,295.0191,38.498951,6739,4.285,1.343
3356839,295.02188,38.417309,6519,4.364,1.203
3356915,295.04031,38.469292,6658,4.306,1.297
3356928,295.04211,38.453701,6401,4.389,1.15
3425851,285.72879,38.506973,6342,4.242,1.359
3427331,286.29175,38.515442,6270,4.25,1.267
3427603,286.39291,38.549831,6305,4.258,1.229
3427759,286.4491,38.543812,6146,4.302,1.175
3428453,286.71881,38.526855,6208,4.189,1.366
3430228,287.37271,38.554131,6273,4.218,1.226
3431179,287.72318,38.500462,6022,4.106,1.361
3432734,288.23929,38.537571,6039,4.178,1.268
3432989,288.32288,38.518822,6548,4.33,1.266
3433122,288.36694,38.507599,6688,4.304,1.347
3433334,288.43344,38.555443,6600,4.272,1.334
3437453,289.70813,38.500401,6116,4.323,1.159
3437515,289.72552,38.563919,6213,4.387,1.195
3438249,289.92523,38.513031,6013,4.353,1.156
3438363,289.95761,38.588669,6548,4.27,1.295
3440549,290.569,38.555241,6032,4.314,1.155
